,x,y,label
221,53.4923225,-2.6487157,A4.0
222,53.4931816,-2.6432479,A4.0
223,53.492848,-2.6451519,A4.0
224,53.4862579,-2.6483523,A4.0
225,53.4946266,-2.6496033,A4.0
226,53.4856546,-2.6437494,A4.0
227,53.4887824,-2.6476108,A4.0
228,53.4916125,-2.650216,A4.0
229,53.4930474,-2.6519326,A4.0
230,53.4891906,-2.6485947,A4.0
231,53.4894683,-2.6495384,A4.0
232,53.4993174,-2.6510142,A4.0
233,53.4982939,-2.6514796,A4.0
234,53.4991132,-2.6521558,A4.0
235,53.4919292,-2.6533826,A4.0
236,53.4916176,-2.6540097,A4.0
237,53.48839,-2.6499075,A4.0
238,53.4878048,-2.6490532,A4.0
239,53.4883164,-2.6489461,A4.0
240,53.4916942,-2.6497268,A4.0
241,53.4987092,-2.650518,A4.0
242,53.5008541,-2.6540269,A4.0
243,53.4858966,-2.6462043,A4.0
244,53.4870609,-2.6468077,A4.0
245,53.486327,-2.643607,A4.0
246,53.4982785,-2.6458287,A4.0
247,53.4868815,-2.6507233,A4.0
248,53.4916402,-2.6485724,A4.0
249,53.4891196,-2.651459,A4.0
250,53.4972956,-2.6505078,A4.0
251,53.5007296,-2.6526541,A4.0
252,53.5003793,-2.652748,A4.0
253,53.4839632,-2.643964,A4.0
254,53.491485,-2.6522317,A4.0
255,53.4840079,-2.64453,A4.0
256,53.4902848,-2.6445941,A4.0
257,53.4891281,-2.6516654,A4.0
258,53.5018818,-2.6532808,A4.0
259,53.4942875,-2.6474519,A4.0
260,53.4984812,-2.6488056,A4.0
261,53.4960056,-2.6441469,A4.0
262,53.4998067,-2.6459551,A4.0
263,53.4981329,-2.6487569,A4.0
264,53.4981229,-2.6498777,A4.0
265,53.4923529,-2.6545676,A4.0
266,53.4949042,-2.6519937,A4.0
267,53.4950796,-2.6506967,A4.0
268,53.4857891,-2.6466812,A4.0
269,53.5023756,-2.6489469,A4.0
270,53.5021516,-2.6553064,A4.0
271,53.5016209,-2.6518275,A4.0
272,53.5013343,-2.6518841,A4.0
273,53.5000218,-2.6503472,A4.0
274,53.4996476,-2.650176,A4.0
275,53.5009847,-2.6536285,A4.0
276,53.49582,-2.6449117,A4.0
277,53.4945026,-2.650525,A4.0
278,53.4923529,-2.6439246,A4.0
279,53.4977908,-2.6497611,A4.0
280,53.4945588,-2.6443795,A4.0
281,53.5022186,-2.6493419,A4.0
282,53.4992255,-2.6476582,A4.0
283,53.502797,-2.6527737,A4.0
284,53.4973875,-2.6513061,A4.0
285,53.4976935,-2.6476881,A4.0
286,53.4936904,-2.652329,A4.0
287,53.4935631,-2.653366,A4.0
288,53.500954,-2.6539758,A4.0
289,53.4887509,-2.6498447,A4.0
290,53.5007316,-2.6539239,A4.0
291,53.4906167,-2.6501731,A4.0
292,53.4948403,-2.6432845,A4.0
293,53.500809,-2.6535573,A4.0
294,53.5007112,-2.6555633,A4.0
295,53.4988316,-2.6451225,A4.0
296,53.4966778,-2.6439422,A4.0
297,53.5007568,-2.654896,A4.0
298,53.5244767,-2.6441906,A5.0
299,53.5222498,-2.6574999,A5.0
300,53.5280299,-2.7144193,A5.0
301,53.5243045,-2.6438097,A5.0
302,53.5253677,-2.6465715,A5.0
303,53.5256981,-2.6474897,A5.0
304,53.5188072,-2.6740005,A5.0
305,53.5251767,-2.6461328,A5.0
306,53.5279991,-2.7142469,A5.0
307,53.5187561,-2.6770132,A5.0
308,53.5219639,-2.6455128,A5.0
309,53.5278285,-2.7143356,A5.0
310,53.5221072,-2.6461939,A5.0
311,53.5240652,-2.6483534,A5.0
312,53.5248834,-2.7083997,A5.0
313,53.5229942,-2.7084814,A5.0
314,53.5223939,-2.647554,A5.0
315,53.5238261,-2.6443462,A5.0
316,53.5213873,-2.6467145,A5.0
317,53.5183428,-2.6776741,A5.0
318,53.5222243,-2.6577681,A5.0
319,53.5310489,-2.7158619,A5.0
320,53.5190597,-2.651947,A5.0
321,53.5233829,-2.6448773,A5.0
322,53.5069356,-2.6514645,A5.0
323,53.5344068,-2.6745805,A5.0
324,53.5228531,-2.6457001,A5.0
325,53.506946,-2.650953,A5.0
326,53.5185937,-2.6836174,A5.0
327,53.5185937,-2.6826218,A5.0
328,53.5189203,-2.6826218,A5.0
329,53.5182212,-2.6833427,A5.0
330,53.5185937,-2.6831453,A5.0
331,53.5271039,-2.6490794,A5.0
332,53.5311062,-2.7158637,A5.0
333,53.530866,-2.675541,A5.0
334,53.5355179,-2.674663,A5.0
335,53.5354577,-2.6769981,A5.0
336,53.5268102,-2.663406,A5.0
337,53.5272915,-2.6634613,A5.0
338,53.5067541,-2.6538626,A5.0
339,53.5161994,-2.6804035,A5.0
340,53.5288598,-2.6816973,A5.0
341,53.5184091,-2.6766269,A5.0
342,53.5313497,-2.7170368,A5.0
343,53.531368,-2.717119,A5.0
344,53.5356106,-2.6735372,A5.0
345,53.5224298,-2.7119132,A5.0
346,53.5168559,-2.6646506,A5.0
347,53.5218499,-2.7146073,A5.0
348,53.5276424,-2.7143982,A5.0
349,53.5260967,-2.6443945,A5.0
350,53.5275426,-2.7146818,A5.0
351,53.5275027,-2.7144757,A5.0
352,53.5289061,-2.7111937,A5.0
353,53.5241897,-2.6434342,A5.0
354,53.5167856,-2.6648356,A5.0
355,53.5193889,-2.6752536,A5.0
356,53.5192476,-2.67563,A5.0
357,53.5191469,-2.6759412,A5.0
358,53.5185845,-2.6762432,A5.0
359,53.5184288,-2.6753712,A5.0
360,53.5302988,-2.6624066,A5.0
361,53.5268116,-2.7152167,A5.0
362,53.5258639,-2.6460628,A5.0
363,53.5261477,-2.6445983,A5.0
364,53.524088,-2.7080868,A5.0
365,53.5227501,-2.6489834,A5.0
366,53.5231277,-2.6478161,A5.0
367,53.5332645,-2.6732477,A5.0
368,53.5310846,-2.6460387,A5.0
369,53.5258639,-2.6438044,A5.0
370,53.522098,-2.7136062,A5.0
371,53.5252867,-2.6444374,A5.0
372,53.5300332,-2.6435093,A5.0
373,53.5223171,-2.713839,A5.0
374,53.5218826,-2.6471638,A5.0
375,53.5214782,-2.6459551,A5.0
376,53.5134265,-2.6529143,A5.0
377,53.5280891,-2.7141999,A5.0
378,53.5273416,-2.7145652,A5.0
379,53.5334788,-2.6719806,A5.0
380,53.5249678,-2.6436381,A5.0
381,53.5258512,-2.6449255,A5.0
382,53.5199349,-2.6761692,A5.0
383,53.5278219,-2.643917,A5.0
384,53.5279135,-2.6441745,A5.0
385,53.5281567,-2.6450543,A5.0
386,53.5269673,-2.6452206,A5.0
387,53.5271586,-2.6435147,A5.0
388,53.5161994,-2.6826608,A5.0
389,53.5160429,-2.6672496,A5.0
390,53.5162237,-2.6663413,A5.0
391,53.5288673,-2.6636762,A5.0
392,53.52898,-2.6635109,A5.0
393,53.5281044,-2.6629746,A5.0
394,53.5277647,-2.6549084,A5.0
395,53.5341036,-2.6833395,A5.0
396,53.5299131,-2.7084089,A5.0
397,53.5339754,-2.6833362,A5.0
398,53.5171275,-2.6961341,A5.0
399,53.5322093,-2.7106621,A5.0
400,53.5289353,-2.7117106,A5.0
401,53.5276821,-2.7128376,A5.0
402,53.5277523,-2.708728,A5.0
403,53.5177812,-2.6526364,A5.0
404,53.5275593,-2.7100557,A5.0
405,53.5273521,-2.7116543,A5.0
406,53.5271129,-2.7133709,A5.0
407,53.5268671,-2.7151513,A5.0
408,53.5309703,-2.7141767,A5.0
409,53.5314945,-2.7139978,A5.0
410,53.5333515,-2.7122862,A5.0
411,53.5343799,-2.7103071,A5.0
412,53.521026,-2.6628576,A5.0
413,53.5154877,-2.6552926,A5.0
414,53.5260337,-2.651236,A5.0
415,53.5262745,-2.6510203,A5.0
416,53.5159388,-2.6698003,A5.0
417,53.5343047,-2.710136,A5.0
418,53.5339691,-2.7142078,A5.0
419,53.5119217,-2.6894135,A5.0
420,53.5325956,-2.7082827,A5.0
421,53.5114573,-2.6887612,A5.0
422,53.5160308,-2.6694063,A5.0
423,53.5307945,-2.6505194,A5.0
424,53.51324,-2.7138682,A5.0
425,53.513884,-2.714225,A5.0
426,53.5136849,-2.712335,A5.0
427,53.5157458,-2.7149288,A5.0
428,53.5293509,-2.6984097,A5.0
429,53.5293432,-2.6986583,A5.0
430,53.5043148,-2.6618782,A5.0
431,53.5151902,-2.7148431,A5.0
432,53.5349231,-2.6522847,A5.0
433,53.5346708,-2.652225,A5.0
434,53.5312575,-2.6893944,A5.0
435,53.5259118,-2.6554695,A5.0
436,53.5260732,-2.6550532,A5.0
437,53.5344358,-2.6639397,A5.0
438,53.5344633,-2.6636439,A5.0
439,53.5305893,-2.6702894,A5.0
440,53.5313739,-2.6678154,A5.0
441,53.5321832,-2.7163373,A5.0
442,53.5278903,-2.7128726,A5.0
443,53.534055,-2.7080831,A5.0
444,53.534391,-2.7100175,A5.0
445,53.5327528,-2.7090966,A5.0
446,53.5333531,-2.705986,A5.0
447,53.532544,-2.7040663,A5.0
448,53.5247716,-2.6533348,A5.0
449,53.5203544,-2.6523531,A5.0
450,53.5221958,-2.6578666,A5.0
451,53.5227622,-2.6557556,A5.0
452,53.5230235,-2.6550261,A5.0
453,53.5185778,-2.6536021,A5.0
454,53.5231137,-2.6550938,A5.0
455,53.5129248,-2.6524003,A5.0
456,53.5133606,-2.6518939,A5.0
457,53.5353878,-2.6699328,A5.0
458,53.5310231,-2.6732771,A5.0
459,53.5346096,-2.6603399,A5.0
460,53.5341189,-2.6616663,A5.0
461,53.5329796,-2.664136,A5.0
462,53.5327812,-2.6645758,A5.0
463,53.5323503,-2.6654522,A5.0
464,53.5271349,-2.6460169,A5.0
465,53.5253299,-2.6500938,A5.0
466,53.5251456,-2.6495115,A5.0
467,53.535013,-2.6911397,A5.0
468,53.5338264,-2.6842727,A5.0
469,53.5249209,-2.6528941,A5.0
470,53.5121711,-2.6512202,A5.0
471,53.517552,-2.7159286,A5.0
472,53.5157117,-2.6665126,A5.0
473,53.5314695,-2.7049941,A5.0
474,53.5319394,-2.7052091,A5.0
475,53.5319673,-2.7043822,A5.0
476,53.5322549,-2.704368,A5.0
477,53.5325617,-2.7048965,A5.0
478,53.5337345,-2.7074126,A5.0
479,53.5344271,-2.7056242,A5.0
480,53.5345153,-2.7047888,A5.0
481,53.5343276,-2.7030792,A5.0
482,53.5338581,-2.7038008,A5.0
483,53.5340256,-2.6834493,A5.0
484,53.5330342,-2.7048264,A5.0
485,53.5340248,-2.704803,A5.0
486,53.5340816,-2.7055429,A5.0
487,53.5334425,-2.7062869,A5.0
488,53.5348835,-2.7073264,A5.0
489,53.5185906,-2.6528464,A5.0
490,53.5172586,-2.653473,A5.0
491,53.531926,-2.6664606,A5.0
492,53.5227295,-2.6558991,A5.0
493,53.5272771,-2.6464535,A5.0
494,53.5154723,-2.6661601,A5.0
495,53.5337385,-2.7043456,A5.0
496,53.5307147,-2.6501064,A5.0
497,53.5269832,-2.6779784,A5.0
498,53.5320114,-2.7073137,A5.0
499,53.5338394,-2.6858328,A5.0
500,53.5347594,-2.6816545,A5.0
501,53.534158,-2.6539308,A5.0
502,53.5317532,-2.6530774,A5.0
503,53.53174,-2.6520046,A5.0
504,53.5322028,-2.6533779,A5.0
505,53.5334864,-2.6861417,A5.0
506,53.534375,-2.6851461,A5.0
507,53.5312963,-2.6513198,A5.0
508,53.5340469,-2.6847761,A5.0
509,53.533127,-2.683148,A5.0
510,53.5332301,-2.6792011,A5.0
511,53.5315595,-2.6735481,A5.0
512,53.5320091,-2.6738699,A5.0
513,53.5313811,-2.650734,A5.0
514,53.5325194,-2.65018,A5.0
515,53.5326231,-2.6549746,A5.0
516,53.5272258,-2.6699635,A5.0
517,53.520352,-2.677717,A5.0
518,53.5273228,-2.6793222,A5.0
519,53.5138416,-2.7145019,A5.0
520,53.5326404,-2.673768,A5.0
521,53.522755,-2.6558274,A5.0
522,53.5322418,-2.6732959,A5.0
523,53.5313827,-2.6486136,A5.0
524,53.5311428,-2.6434611,A5.0
525,53.53219,-2.6506366,A5.0
526,53.531817,-2.6512911,A5.0
527,53.5352152,-2.6877886,A5.0
528,53.5315045,-2.6530989,A5.0
529,53.5356807,-2.6874399,A5.0
530,53.5317367,-2.6540868,A5.0
531,53.5308103,-2.6486726,A5.0
532,53.5310192,-2.6477768,A5.0
533,53.5313891,-2.6477607,A5.0
534,53.531523,-2.6478197,A5.0
535,53.5315836,-2.6480933,A5.0
536,53.5313626,-2.6664979,A5.0
537,53.5316115,-2.6654725,A5.0
538,53.531519,-2.6658511,A5.0
539,53.5319756,-2.6663436,A5.0
540,53.5309507,-2.6673323,A5.0
541,53.5315262,-2.6485332,A5.0
542,53.5320044,-2.6487209,A5.0
543,53.5331738,-2.6717748,A5.0
544,53.5327148,-2.6712551,A5.0
545,53.530796,-2.6489409,A5.0
546,53.5200752,-2.6770758,A5.0
547,53.5225009,-2.6528299,A5.0
548,53.5230803,-2.6550388,A5.0
549,53.5277403,-2.6711291,A5.0
550,53.5228693,-2.6533659,A5.0
551,53.5278003,-2.6494556,A5.0
552,53.5235525,-2.6583185,A5.0
553,53.5234839,-2.6579897,A5.0
554,53.5176998,-2.6805408,A5.0
555,53.5287115,-2.6445983,A5.0
556,53.5177889,-2.710045,A5.0
557,53.5284027,-2.6458676,A5.0
558,53.5176517,-2.7109703,A5.0
559,53.5296697,-2.6438205,A5.0
560,53.5158237,-2.6702917,A5.0
561,53.5168093,-2.6730081,A5.0
562,53.5165494,-2.6726514,A5.0
563,53.5173119,-2.6735799,A5.0
564,53.5180531,-2.6739376,A5.0
565,53.5182636,-2.6739698,A5.0
566,53.5192587,-2.6735943,A5.0
567,53.5204037,-2.6726824,A5.0
568,53.530657,-2.6618462,A5.0
569,53.5324287,-2.6602701,A5.0
570,53.5227532,-2.6526938,A5.0
571,53.5262957,-2.6529926,A5.0
572,53.5283451,-2.670331,A5.0
573,53.5286276,-2.6697477,A5.0
574,53.5196139,-2.6532965,A5.0
575,53.5196413,-2.652375,A5.0
576,53.519827,-2.6771014,A5.0
577,53.5184917,-2.6786903,A5.0
578,53.5287083,-2.6484553,A5.0
579,53.5282756,-2.6465358,A5.0
580,53.5281783,-2.6460789,A5.0
581,53.5279526,-2.645242,A5.0
582,53.5274602,-2.6484202,A5.0
583,53.5232256,-2.6532727,A5.0
584,53.5257393,-2.6569979,A5.0
585,53.5260675,-2.6506908,A5.0
586,53.5267932,-2.6525393,A5.0
587,53.5273795,-2.6520219,A5.0
588,53.5268415,-2.6503328,A5.0
589,53.523023,-2.6529028,A5.0
590,53.526235,-2.6485038,A5.0
591,53.5258543,-2.6473449,A5.0
592,53.5256267,-2.6490966,A5.0
593,53.5232281,-2.6523218,A5.0
594,53.5249536,-2.6514438,A5.0
595,53.5256706,-2.6535603,A5.0
596,53.5327807,-2.6568785,A5.0
597,53.5306525,-2.6476802,A5.0
598,53.5256295,-2.6574609,A5.0
599,53.5249778,-2.6584345,A5.0
600,53.5202497,-2.6435932,A5.0
601,53.5324227,-2.7061469,A5.0
602,53.5322195,-2.7061912,A5.0
603,53.5254084,-2.7131403,A5.0
604,53.5301062,-2.6548335,A5.0
605,53.5301665,-2.6543939,A5.0
606,53.5176947,-2.6740348,A5.0
607,53.5331861,-2.7094548,A5.0
608,53.5308291,-2.7090639,A5.0
609,53.5310755,-2.7087003,A5.0
610,53.5239224,-2.7111554,A5.0
611,53.5347192,-2.6544061,A5.0
612,53.5346708,-2.6539291,A5.0
613,53.5231134,-2.6452795,A5.0
614,53.5234147,-2.645934,A5.0
615,53.5236858,-2.6456658,A5.0
616,53.524753,-2.6466011,A5.0
617,53.5171384,-2.6747043,A5.0
618,53.5244705,-2.6476128,A5.0
619,53.5175671,-2.6752708,A5.0
620,53.5236838,-2.6490548,A5.0
621,53.5343398,-2.7037994,A5.0
622,53.5176334,-2.6753395,A5.0
623,53.5331993,-2.6553716,A5.0
624,53.5338641,-2.7061852,A5.0
625,53.5320824,-2.7072708,A5.0
626,53.5325359,-2.7073271,A5.0
627,53.5328691,-2.7074062,A5.0
628,53.533016,-2.7064576,A5.0
629,53.5242568,-2.7115006,A5.0
630,53.5325711,-2.7097561,A5.0
631,53.5328656,-2.7100392,A5.0
632,53.5242716,-2.7127755,A5.0
633,53.5257542,-2.7110781,A5.0
634,53.518974,-2.644709,A5.0
635,53.5308438,-2.6470499,A5.0
636,53.5328685,-2.646787,A5.0
637,53.5232457,-2.6469533,A5.0
638,53.5250736,-2.7124858,A5.0
639,53.5328722,-2.7064475,A5.0
640,53.5298443,-2.6540716,A5.0
641,53.5297146,-2.6536861,A5.0
642,53.5300974,-2.6520076,A5.0
643,53.5302256,-2.6520398,A5.0
644,53.5299478,-2.653576,A5.0
645,53.5318537,-2.7043964,A5.0
646,53.5331595,-2.6548677,A5.0
647,53.5179329,-2.6756285,A5.0
648,53.5211804,-2.6438243,A5.0
649,53.5175026,-2.6767397,A5.0
650,53.5354033,-2.6899504,A5.0
651,53.5300199,-2.6508858,A5.0
652,53.535596,-2.6887098,A5.0
653,53.5314343,-2.6527985,A5.0
654,53.5355501,-2.6882549,A5.0
655,53.5302379,-2.6528916,A5.0
656,53.5300058,-2.6528479,A5.0
657,53.5296811,-2.6526649,A5.0
658,53.5314503,-2.6533296,A5.0
659,53.5309944,-2.6518363,A5.0
660,53.535516,-2.6909384,A5.0
661,53.5346267,-2.6556822,A5.0
662,53.5258916,-2.6550856,A5.0
663,53.5230057,-2.6589214,A5.0
664,53.5327426,-2.6488062,A5.0
665,53.5321511,-2.6477821,A5.0
666,53.5318291,-2.6472886,A5.0
667,53.5310025,-2.6441531,A5.0
668,53.5247386,-2.6576352,A5.0
669,53.5238234,-2.6572489,A5.0
670,53.5236651,-2.6566284,A5.0
671,53.5312749,-2.6523425,A5.0
672,53.5312982,-2.64913,A5.0
673,53.5310671,-2.650042,A5.0
674,53.5310017,-2.6512597,A5.0
675,53.5250389,-2.7096794,A5.0
676,53.5317011,-2.7096338,A5.0
677,53.5332665,-2.7094172,A5.0
678,53.5329569,-2.7090559,A5.0
679,53.5167097,-2.6756227,A5.0
680,53.5330852,-2.7083551,A5.0
681,53.5246848,-2.7104419,A5.0
682,53.5354693,-2.6717103,A5.0
683,53.5316379,-2.7082019,A5.0
684,53.5253989,-2.7089305,A5.0
685,53.5204175,-2.6563912,A5.0
686,53.5321453,-2.7082385,A5.0
687,53.5321847,-2.70899,A5.0
688,53.5246848,-2.7101309,A5.0
689,53.5170925,-2.6763351,A5.0
690,53.5315516,-2.7101114,A5.0
691,53.5294503,-2.6729258,A5.0
692,53.5300095,-2.6732707,A5.0
693,53.52757,-2.6525343,A5.0
694,53.5312762,-2.6518426,A5.0
695,53.5248311,-2.6577746,A5.0
696,53.5240532,-2.6560758,A5.0
697,53.5246824,-2.7107386,A5.0
698,53.5142117,-2.7147275,A5.0
699,53.5287825,-2.6439464,A5.0
700,53.5137878,-2.7149239,A5.0
701,53.5218447,-2.7134689,A5.0
702,53.5134972,-2.7067127,A5.0
703,53.5216781,-2.7166368,A5.0
704,53.5216123,-2.7134644,A5.0
705,53.521272,-2.7131786,A5.0
